name,category
pQCXIN,逆病毒载体
pRetroQ-AcGFP1-C1,逆病毒载体
pAmpho,逆病毒载体
pCLXSN,逆病毒载体
pSuper.Retro.Puro,逆病毒载体
pMSCV-FLIP-puro-dsRed-GFP-miRNA,逆病毒载体
pBABE-hygro-hTERT,逆病毒载体
pBABE-Puro,逆病毒载体
pVPack-Eco,逆病毒载体
pUMVC,逆病毒载体
pFB-ERV,逆病毒载体
pFB-Neo,逆病毒载体
pRetroX-Tight-Pur-Luc,逆病毒载体
pRetroX-PTuner2,逆病毒载体
pRetroX-TRE3G-Luc,逆病毒载体
pRetroX-Tight-Hyg,逆病毒载体
pRetroQ-DsRed-Monomer-N1,逆病毒载体
pLXIN,逆病毒载体
pSilencer5.1-U6 Retro,逆病毒载体
RNAi-Ready pSIREN-RetroQ,逆病毒载体
pQCXIH,逆病毒载体
pLPCX,逆病毒载体
pRetroQ-mCherry-C1,逆病毒载体
pBABE-GFP,逆病毒载体
pMKO.1-puro,逆病毒载体
pBABE-neo-hTERT,逆病毒载体
pBABE-puro-IRES-EGFP,逆病毒载体
pBABE-Puro SV40LT,逆病毒载体
pVPack-GP,逆病毒载体
pVPack-Ampho,逆病毒载体
pCMV-VSV-G,逆病毒载体
pCFB-EGSH,逆病毒载体
pFB,逆病毒载体
pRetroX-TetOne-luc,逆病毒载体
pRetroX-PTuner2-C,逆病毒载体
pRetroX-Tet3G,逆病毒载体
pRetroX-Tight-Hyg-Luc,逆病毒载体
pRetroX-SG2M-Cyan,逆病毒载体
pLXSN,逆病毒载体
RNAi-Ready pSIREN-RetroQ-ZsGreen1,逆病毒载体
pMSCVhyg,逆病毒载体
pSilencer5.1-H1 Retro,逆病毒载体
pDONR221/Zeo,gateway载体
pENTR1A,gateway载体
pDONR221-P4RP3R,gateway载体
pcDNA6.2/GW/EmGFP-miR negative,gateway载体
pENTR-L5-pLac-Spec-L2,gateway载体
pENTR/H1/TO,gateway载体
pENTR221,gateway载体
pENTR3C-Dual,gateway载体
pEBNA-DEST,gateway载体
pLKO-DEST-EGFP,gateway载体
pAd/BLOCK-iT-DEST,gateway载体
pcDNA6.2/N-YFP-DEST,gateway载体
pcDNA3.2/V5-DEST,gateway载体
pDEST12.2,gateway载体
pDEST20,gateway载体
pDEST24,gateway载体
pDONR221,gateway载体
pLenti6/BLOCK-iT -DEST,gateway载体
pLenti6.2/C-Lumio/V5-DEST,gateway载体
pLenti6/TR,gateway载体
pcDNA6.2/V5-PL-DEST,gateway载体
pENTR5'/CMVp,gateway载体
pEF-DEST51,gateway载体
pENTR-MCS1-IRES2-EGFP,gateway载体
pENTR-DsRed2-MCS1 miR,gateway载体
pcDNA6.2-GW/EmGFP-miR,gateway载体
pLKO-DEST-YFP,gateway载体
pDONR221-P1P4,gateway载体
pDONR207,gateway载体
pENTR-R4-pLac-Spec-R3,gateway载体
pENTR-GeneBLAzer,gateway载体
pENTR5-UbCp,gateway载体
pENTR3C,gateway载体
pLenti6-tdTomato-V5-DEST,gateway载体
pDONR222,gateway载体
pAd/BLOCK-iT-DEST,gateway载体
pcDNA6.2/N-EmGFP-DEST,gateway载体
pcDNA-DEST53,gateway载体
pDest40,gateway载体
pDEST10,gateway载体
pDEST14,gateway载体
pDONR201,gateway载体
pLenti4/TO/V5-DEST,gateway载体
pLenti6/UbC-V5-DEST,gateway载体
pLenti4/V5-DEST,gateway载体
pET-DEST42,gateway载体
pDEST22,gateway载体
pIB/V5-His-DEST,gateway载体
pENTR 2B Dual,gateway载体
pDEST15,gateway载体
pDONR221-P5P2,gateway载体
pDONR-P4P1R,gateway载体
pLenti7.3/V5-DEST,gateway载体
pENTR-L1-pLac-lacZa-R5,gateway载体
pENTR11-Dual,gateway载体
pENTR4,gateway载体
pENTR2B,gateway载体
pLKO-DEST-puro,gateway载体
pAd/PL-DEST,gateway载体
pcDNA3.1/nV5-DEST,gateway载体
pcDNA6.2/V5-DEST,gateway载体
pcDNA-DEST47,gateway载体
pDEST27,gateway载体
pDEST8,gateway载体
pDONR223,gateway载体
pLenti4/BLOCK-iT -DEST,gateway载体
pLenti6/capTEV/CT-DEST,gateway载体
pENTR U6,gateway载体
plenti-CMV-puro-DEST,gateway载体
pBAD-DEST49,gateway载体
pT-Rex-DEST31,gateway载体
pMT-DEST48,gateway载体
pENTR4-FLAG,gateway载体
pET-53-DEST,gateway载体
pDONR221-P5P4,gateway载体
pDONR-P2RP3,gateway载体
pENTR-L5-LacI-L4,gateway载体
pENTR-L1pLaclacZaL4,gateway载体
pENTR11-Dual,gateway载体
pENTR4-Dual,gateway载体
pENTR-GUS,gateway载体
pLKO-DEST-hygro,gateway载体
pAd/CMV/V5-DEST,gateway载体
pcDNA6/BioEase-DEST,gateway载体
pcDNA6.2/C-EmGFP-DEST,gateway载体
pcDNA-DEST40,gateway载体
pDEST26,gateway载体
pDEST17,gateway载体
pDONR Zeo,gateway载体
pLenti6.3/V5-DEST,gateway载体
pLenti6.4/R4R2/V5-DEST,gateway载体
pLenti6.2/V5-DEST,gateway载体
plenti6/V5-Dest,gateway载体
pENTR5'/EF1αp,gateway载体
pT-Rex-DEST30,gateway载体
pLenti4/V5-GW/LacZ,gateway载体
pENTR-MCS1-IRES2-DsRed2,gateway载体
